symbol,open,high,low,close,volume,unlocked_mkt_cap,circulating_supply,total_supply,volume_24h,volume_market_cap_24h
DEXEUSDT,7.546,7.737,7.477,7.683,97454.92,612799430.7149194,83733448.90505138,96504599.33609451,4550079.92036869,0.007425072042022561
C98USDT,0.0493,0.0506,0.0483,0.0498,16156183.6,50062095.11389372,999999721.0,1000000000.0,8960215.60102017,0.1789820338248977
QNTUSDT,102.19,104.82,100.88,104.42,13635.436,1227225992.706536,12072738.0,14881364.0,16699946.99099472,0.01360788240327643
FLOWUSDT,0.399,0.401,0.387,0.398,2552582.7,664408423.3254689,1606840676.485047,1606840676.485047,25230736.38997096,0.037974738886793674
MINAUSDT,0.1783,0.1814,0.1751,0.1802,7369907.5,226970875.1010853,1250503673.8400393,1250503673.8400393,7014950.18212011,0.03090682969343923
RAYUSDT,3.53,3.559,3.375,3.458,3921796.2,914535697.3506111,268127089.855586,554998191.170867,61508539.75535315,0.06725657613315913
FARMUSDT,28.1,28.92,27.7,28.04,12116.779,19039549.21575151,672183.450713,690420.0,1147490.31033195,0.06026877513374244
QUICKUSDT,0.0233,0.02458,0.02284,0.0243,23872639.0,20065255.920628466,739998.11830005,946467.67266824,15290.41038878,0.0007620341574143794
MBOXUSDT,0.0578,0.0595,0.0567,0.0584,9164386.9,28492284.01228381,500322467.0,550322467.0,3987865.46250319,0.13996299702698145
REQUSDT,0.1437,0.1446,0.1427,0.1433,2265380.0,100770093.99982782,824196291.1180449,999418201.4136702,5219098.94206314,0.05179214124849439
GHSTUSDT,0.442,0.454,0.435,0.449,779673.2,23310108.89163871,52747801.21406849,52747802.71425598,3408903.19525455,0.14624141015820466
WAXPUSDT,0.01982,0.02018,0.01963,0.02011,8059244.0,88790818.6275397,4448000724.915566,4452888436.381527,2970708.66487333,0.03345738569361409
GNOUSDT,128.8,130.42,126.7,129.34,1355.736,352290174.88629085,2639061.4997905,2999934.74597423,5128180.24954697,0.014556693927675387
XECUSDT,1.996e-05,2.029e-05,1.976e-05,2.017e-05,12313597651.0,393478027.47059613,19915173422581.0,19915173422581.0,6178745.11450236,0.015702897450770834
DYDXUSDT,0.6093,0.6224,0.596,0.6099,7480433.03,466925289.27796316,777764372.2622116,958342745.0,16613222.37916999,0.03558004408983735
IDEXUSDT,0.02441,0.02615,0.02417,0.02584,40584451.6,28661890.089502096,974700189.0259144,1000000000.0,10209692.8782012,0.3562114307995575
USDPUSDT,0.9999,1.0006,0.9998,0.9999,119957.0,66966639.26332534,66953468.26571843,66953468.26571843,6982910.15847139,0.10427446016834266
GALAUSDT,0.01604,0.01644,0.01575,0.01618,358696436.0,746079251.9653671,45843329747.05421,45843329747.05421,70755451.50497155,0.0948363747129856
